"country","outcome","rep","arm","n_areas","spearman","topk"
"Ghana","women_folate",3,"mean",75,-0.245004445755631,0.157894736842105
"Ghana","women_folate",4,"mse_discrete",75,0.278285423379943,0.473684210526316
"Ghana","women_folate",4,"mse_nnls",75,0.265928900688639,0.421052631578947
"Ghana","women_folate",4,"rank_discrete",75,0.285368689559388,0.421052631578947
"Ghana","women_folate",4,"rank_nnls",75,0.282774817437337,0.368421052631579
"Ghana","women_folate",4,"domain_index",75,0.223514815879732,0.263157894736842
"Ghana","women_folate",4,"enet",75,0.327939546859187,0.473684210526316
"Ghana","women_folate",4,"rf",75,0.251705360151243,0.368421052631579
"Ghana","women_folate",4,"mean",75,-0.0623965017685758,0.263157894736842
"Ghana","women_folate",5,"mse_discrete",75,0.350001711941239,0.368421052631579
"Ghana","women_folate",5,"mse_nnls",75,0.364481789281915,0.368421052631579
"Ghana","women_folate",5,"rank_discrete",75,0.306718252410107,0.421052631578947
"Ghana","women_folate",5,"rank_nnls",75,0.315369243498483,0.368421052631579
"Ghana","women_folate",5,"domain_index",75,0.262251873174963,0.368421052631579
"Ghana","women_folate",5,"enet",75,0.364481789281915,0.368421052631579
"Ghana","women_folate",5,"rf",75,0.321597387000329,0.368421052631579
"Ghana","women_folate",5,"mean",75,-0.187407674892331,0.157894736842105
"Ghana","women_b12",1,"mse_discrete",75,0.286342201711865,0.473684210526316
"Ghana","women_b12",1,"mse_nnls",75,0.184615798321156,0.421052631578947
"Ghana","women_b12",1,"rank_discrete",75,0.236224938993832,0.473684210526316
"Ghana","women_b12",1,"rank_nnls",75,0.255225890086472,0.578947368421053
"Ghana","women_b12",1,"domain_index",75,0.242503941813919,0.421052631578947
"Ghana","women_b12",1,"enet",75,-0.017381710541993,0.368421052631579
"Ghana","women_b12",1,"rf",75,0.251701123490339,0.526315789473684
"Ghana","women_b12",1,"mean",75,-0.201773899849233,0.105263157894737
"Ghana","women_b12",2,"mse_discrete",75,0.203747903519699,0.421052631578947
"Ghana","women_b12",2,"mse_nnls",75,0.17448414364018,0.368421052631579
"Ghana","women_b12",2,"rank_discrete",75,0.189517683029266,0.368421052631579
"Ghana","women_b12",2,"rank_nnls",75,0.187993016548148,0.368421052631579
"Ghana","women_b12",2,"domain_index",75,0.233487097033115,0.421052631578947
"Ghana","women_b12",2,"enet",75,0.167348343826177,0.421052631578947
"Ghana","women_b12",2,"rf",75,0.203747903519699,0.421052631578947
"Ghana","women_b12",2,"mean",75,-0.221098017123351,0.0526315789473684
"Ghana","women_b12",3,"mse_discrete",75,-0.152556029942112,0.210526315789474
"Ghana","women_b12",3,"mse_nnls",75,0.132301704329254,0.368421052631579
"Ghana","women_b12",3,"rank_discrete",75,0.211338447398812,0.368421052631579
"Ghana","women_b12",3,"rank_nnls",75,0.22983117633108,0.421052631578947
